Order ID,Order Date,Customer Name,Region,Product,Category,Sales,Quantity,Discount,Profit
oC-7522-513502,2023-10-16,Logan Robles,West,Bookcase,Furniture,802.37,5,0.22,-51.34
LG-5388-518295,2020-12-13,Stacie Mendez,South,Table,Furniture,427.25,1,0.11,20.54
tZ-1910-594991,2020-06-05,Alyssa Burns,South,Laptop,Technology,1489.97,6,,-127.27
bi-6955-105809,2025-03-01,Bernard Becker,South,Desk,Furniture,1899.36,7,0.22,-357.72
ZO-5135-763098,2024-02-02,Micheal Salazar,Central,Bookcase,Furniture,1328.16,3,0.42,45.52
aR-2397-609282,2022-04-15,Lee Armstrong,Central,Chair,Furniture,962.47,8,0.35,433.22
II-9355-714578,2024-09-21,Ronald Acosta,South,Stapler,Office Supplies,1266.23,8,,64.1
vC-8815-717689,2023-12-29,Kevin Gomez,South,Pen,Office Supplies,1347.94,4,0.32,238.3
Ya-3391-444638,2021-08-22,Brittany Duffy,East,Desk,Furniture,518.14,6,0.41,-6.29
IL-5423-727439,2024-09-14,Richard Miller,Central,Table,Furniture,1509.94,4,0.48,117.32
YL-3463-239147,2020-08-16,Leslie Cole DVM,West,Bookcase,Furniture,1685.1,9,0.35,-301.13
Fy-0613-376641,2021-06-20,Donald Meyer,Central,Pen,Office Supplies,178.63,7,0.47,43.41
vi-3938-447392,2022-01-18,Ashley Mcclure,East,Paper,Office Supplies,1314.1,4,0.08,642.27
rX-3196-006323,2020-06-14,Donna Terrell,Central,Printer,Technology,1881.7,3,0.43,-91.83
th-7096-457636,2021-12-04,Lisa Gill,South,Chair,Furniture,1744.88,3,0.45,-311.95
zs-8519-322141,2022-10-30,Timothy Turner,West,Chair,Furniture,1383.39,3,0.33,155.69
SE-8827-364817,2021-12-24,Melissa Mayo,South,Stapler,Office Supplies,,3,0.39,0.0
OO-1255-625606,2021-08-16,,Central,Table,Furniture,1422.71,9,0.08,255.34
mK-1760-027488,2023-07-04,Lisa Gutierrez,East,Table,Furniture,,5,0.5,0.0
rU-7496-880754,2024-05-01,Carlos Lewis,South,Stapler,Office Supplies,166.84,5,,-41.64
zs-8701-646562,2024-09-15,Courtney Brown,East,Label,Office Supplies,367.14,5,0.2,173.81
ie-5943-677666,2024-03-17,Matthew Ramos,South,Laptop,Technology,115.44,2,0.04,33.2
cx-3725-416988,2020-07-18,Tina Petersen,East,Monitor,Technology,263.4,5,,24.44
RK-7769-772338,2022-07-05,Stephanie Chapman,Central,Table,Furniture,1101.89,2,0.34,-120.49
ZW-6524-603128,2022-10-11,Lauren Alexander,South,Monitor,Technology,1681.75,6,0.41,181.3
Su-4083-525941,2021-08-14,Melvin Alvarez,East,Printer,Technology,1222.0,6,0.2,514.11
Zq-5271-661416,2022-12-05,Dawn Bruce,West,Pen,Office Supplies,,7,,0.0
Jz-6868-573994,2025-03-03,Nicholas Smith,West,Stapler,Office Supplies,1409.03,5,0.06,81.62
re-7684-800314,2021-03-22,Jeffrey Webb,West,Label,Office Supplies,1166.14,3,0.02,213.25
iQ-0519-976263,2023-02-15,Xavier Martinez,East,Paper,Office Supplies,464.26,4,0.46,82.37
Ie-6522-517897,2020-05-15,Mike Huber,West,Table,Furniture,1577.44,3,0.43,528.12
sA-8689-959608,2023-08-14,William Hancock,South,Bookcase,Furniture,574.66,6,0.21,-102.79
OJ-9822-337716,2022-12-06,Krista Williams,South,Monitor,Technology,1156.8,7,0.23,334.91
NG-4746-383764,2021-09-29,William Jackson,East,Phone,Technology,1300.1,1,0.47,90.89
tF-0598-034551,2022-12-02,Jenny Velez,West,Paper,Office Supplies,608.19,6,0.14,-82.76
Vl-4166-734633,2021-09-05,Kristopher Allen,East,Chair,Furniture,1476.5,1,0.22,-156.4
VF-2316-407272,2022-08-01,Gregory Cole,West,Pen,Office Supplies,,7,0.43,0.0
lu-9061-249178,2020-09-13,Marissa Wilson,Central,Paper,Office Supplies,1718.07,8,0.16,729.66
em-7218-806027,2023-10-31,Lisa Bautista,South,Paper,Office Supplies,1588.36,1,0.05,484.74
ds-4437-854268,2023-01-31,Vanessa Garcia,South,Stapler,Office Supplies,131.2,10,0.42,-16.59
rY-7895-889481,2025-03-18,Paul Dalton,East,Label,Office Supplies,720.9,4,0.35,109.16
YX-5943-137382,2021-05-17,Edward Brown,South,Paper,Office Supplies,71.96,3,0.49,-4.6
Wf-7977-215895,2023-07-11,Amber Price,South,Chair,Furniture,1572.41,9,0.13,-327.05
qv-7606-411461,2021-01-18,,East,Desk,Furniture,127.31,9,0.28,49.94
fy-1400-969237,2021-01-26,Matthew Ware,East,Table,Furniture,1708.63,6,0.2,-388.19
nk-4258-557457,2023-01-23,Jennifer Garcia,East,Desk,Furniture,904.19,3,0.2,387.36
JC-4516-253115,2024-07-14,Edwin Adams,Central,Label,Office Supplies,1313.04,2,0.48,-153.59
rU-9513-847544,2022-06-15,Jose Wright,West,Table,Furniture,1032.32,4,0.44,-56.07
Mh-0892-116885,2023-07-15,Taylor Fitzpatrick,Central,Printer,Technology,1690.43,6,0.21,824.8
Sy-1000-575716,2024-03-14,Carla Harrison,Central,Phone,Technology,174.95,3,0.45,0.72
Ph-5835-296721,2021-03-28,Joseph Anderson,South,Monitor,Technology,811.46,6,0.27,-79.41
lr-5372-007920,2021-07-23,Alexandria Carroll,Central,Table,Furniture,1655.17,8,,-229.86
YH-4854-118793,2023-09-25,Adrienne Walker,East,Label,Office Supplies,151.03,10,0.14,24.11
FQ-1794-652119,2020-12-29,Rodney Willis,Central,Bookcase,Furniture,1762.5,6,,149.07
em-7104-082276,2024-06-23,Albert Sims,Central,Laptop,Technology,1370.38,6,0.12,623.35
pf-3764-198934,2021-10-21,Melissa Juarez,South,Laptop,Technology,252.78,9,0.35,-42.22
ZQ-8496-098444,2021-08-23,Jamie Jackson,East,Stapler,Office Supplies,1931.22,10,0.23,893.13
PB-5250-588820,2020-07-27,Kenneth Jones,South,Monitor,Technology,345.66,7,0.43,169.26
db-4736-651516,2020-04-23,Tamara Richardson,South,Monitor,Technology,1812.81,8,0.37,-396.71
im-2102-500446,2023-01-27,Michelle Clark,East,Phone,Technology,1065.65,8,0.09,-30.47
Yk-3278-642516,2025-03-24,Taylor Hoover,Central,Pen,Office Supplies,1711.33,4,0.05,-66.62
nC-0322-241463,2024-11-09,Michelle Pierce,West,Stapler,Office Supplies,1752.84,4,,753.29
Nw-3184-583013,2021-08-11,James Gill,West,Pen,Office Supplies,33.39,6,,2.69
Oa-6747-246528,2025-03-04,Jack Hoffman,South,Stapler,Office Supplies,1137.56,3,0.31,-293.34
Ol-6084-717770,2025-01-06,Angela James,Central,Phone,Technology,1650.85,10,0.5,78.8
Ze-5197-134702,2025-03-20,Dr. James Lee DDS,East,Table,Furniture,1724.35,7,0.37,241.5
Kt-9146-888781,2023-05-06,Anne Petty,South,Phone,Technology,219.31,10,0.19,13.29
kh-8593-984798,2024-12-23,Amy Solomon,Central,Desk,Furniture,856.38,3,0.02,143.43
pi-6986-403734,2024-12-09,Kelsey Dorsey,Central,Printer,Technology,179.52,5,0.27,69.53
ja-1434-545191,2023-04-09,Jenna Dean,Central,Printer,Technology,707.62,4,0.47,81.86
PB-9488-255320,2020-07-03,Terri Perry,Central,Stapler,Office Supplies,631.58,2,0.27,-18.2
if-1492-473847,2025-04-17,Sandra Dunn,West,Paper,Office Supplies,692.85,5,0.37,265.18
Zx-6342-755242,2021-09-16,,East,Phone,Technology,1676.98,6,0.38,827.72
kD-3015-085496,2023-03-10,Cheryl Simpson,Central,Chair,Furniture,805.1,4,0.39,-38.69
xl-6331-696050,2023-10-31,Nancy Riley,West,Monitor,Technology,70.76,7,,26.21
Tm-7990-409504,2024-07-17,Nicole Kramer,Central,Desk,Furniture,1780.39,8,0.16,-179.29
KP-0974-453543,2024-01-09,Mark Armstrong,Central,Laptop,Technology,964.46,9,0.33,321.1
DO-2508-829041,2025-01-05,William Maynard,Central,Chair,Furniture,91.57,7,0.49,-0.52
iP-4463-951359,2022-02-06,Brenda Johnston,Central,Bookcase,Furniture,557.61,8,0.18,189.13
EE-2481-698048,2022-09-21,Michael Jordan,West,Stapler,Office Supplies,1593.99,8,0.0,-33.64
EU-5517-059692,2020-07-30,Robert Garcia,Central,Monitor,Technology,,8,0.01,0.0
gW-3951-658558,2020-11-12,Richard Long,East,Label,Office Supplies,17.51,5,0.15,-2.76
Ij-3024-388908,2025-02-21,Lisa Garcia,South,Desk,Furniture,30.48,10,,8.14
Vk-1603-061529,2023-10-03,Gregory Roberson,South,Monitor,Technology,239.35,10,0.49,29.17
RE-8049-081294,2024-02-26,Tyler Adams,East,Monitor,Technology,349.94,9,,115.5
oy-3418-415794,2020-06-28,Andrea Carlson,Central,Monitor,Technology,1604.35,1,0.47,-156.67
pA-2922-036770,2021-07-30,Devon Butler,Central,Monitor,Technology,1772.87,10,0.14,378.57
Dw-2229-771450,2022-08-29,Jose Baker,West,Label,Office Supplies,1121.39,7,0.15,133.91
OS-8501-112670,2023-10-09,Carrie Howard,West,Paper,Office Supplies,743.96,10,0.23,99.95
Lk-4487-841605,2022-08-05,Megan Gordon,Central,Label,Office Supplies,,2,0.42,0.0
cX-3470-901076,2023-03-14,Melissa Mendoza,Central,Chair,Furniture,1959.3,7,0.31,-79.24
vI-4319-108183,2023-05-27,Jessica Hurley,West,Chair,Furniture,1572.3,3,0.33,-121.37
Pg-7186-016804,2024-01-18,Mr. Edward Ramsey Jr.,South,Bookcase,Furniture,,8,,0.0
kF-6534-749741,2021-05-21,Michael Bautista,Central,Table,Furniture,1139.45,8,0.44,217.28
yE-2536-508066,2020-10-28,Benjamin West,West,Table,Furniture,,4,,0.0
Vf-2544-900889,2022-02-03,Christopher Rich,East,Desk,Furniture,304.23,6,,86.89
Pb-1406-262157,2021-12-27,Jared Adams,East,Printer,Technology,929.65,3,0.48,432.7
Xk-4071-338388,2024-06-29,Katie Duncan,East,Bookcase,Furniture,1961.65,4,0.05,242.22
QS-0805-369774,2025-03-05,Emily Young,East,Table,Furniture,1721.71,7,0.35,10.98
XL-1396-162936,2024-05-27,Mr. David Webb DDS,South,Chair,Furniture,615.29,4,0.38,-7.73
RG-8364-041010,2023-12-12,Stephanie Gibbs,East,Monitor,Technology,721.45,6,0.0,219.78
wg-6203-904604,2024-08-12,Lisa Watson,East,Laptop,Technology,1030.77,6,0.06,-222.82
av-7487-476282,2023-05-20,Lisa Hunter,West,Laptop,Technology,1115.05,8,0.45,80.79
aj-3757-106391,2020-10-18,Charles Guzman,Central,Label,Office Supplies,1402.52,5,0.23,448.62
Au-9932-058554,2024-04-13,John Terry,South,Monitor,Technology,1797.62,10,0.39,311.33
UB-9071-324638,2024-09-05,Dr. Andrew Flores,East,Label,Office Supplies,1739.38,2,0.12,115.73
Ow-8078-251233,2023-01-07,Robert Li,South,Printer,Technology,956.03,3,0.18,208.89
tu-1218-799486,2021-05-20,Katrina Clark,East,Paper,Office Supplies,571.65,4,0.4,-122.27
rR-4979-190281,2023-01-23,Lance Holland,East,Phone,Technology,75.2,4,0.29,-7.21
EG-9148-083633,2024-04-29,Patricia Baker,Central,Bookcase,Furniture,,6,0.35,0.0
XL-0851-967469,2021-10-26,Justin Benton,Central,Chair,Furniture,1941.24,4,0.26,-88.33
ic-6050-072946,2025-01-21,Benjamin Ayala,West,Bookcase,Furniture,1582.13,5,0.42,703.74
gu-9588-714028,2022-07-05,Mark Whitaker,West,Desk,Furniture,1243.92,2,0.33,-360.87
FR-0976-092751,2024-11-08,Pamela Oliver,East,Phone,Technology,1269.51,5,0.2,-38.12
pu-8970-628368,2021-08-24,Amy Hunt,East,Label,Office Supplies,470.17,4,0.31,-35.56
xP-8511-944453,2025-03-09,Christine Wang,West,Stapler,Office Supplies,83.29,8,,-0.91
yX-4731-063334,2023-10-30,Robert Larson,East,Laptop,Technology,604.14,1,,-0.87
EY-1909-444977,2023-09-15,Rhonda Powell,West,Bookcase,Furniture,1272.57,4,0.4,495.14
PH-3264-125760,2023-06-26,Lisa Hall,Central,Printer,Technology,1464.0,2,0.21,717.92
os-5162-989787,2020-07-14,Natalie Rowe,East,Pen,Office Supplies,81.66,1,0.16,38.12
Jc-3540-423473,2024-12-17,John Beard,West,Stapler,Office Supplies,479.03,3,0.39,142.11
bK-2546-344143,2023-07-19,Daniel Ramirez,Central,Pen,Office Supplies,1767.09,8,0.45,358.46
WN-5694-130160,2024-04-12,Rebecca Cook,Central,Pen,Office Supplies,1128.6,6,0.4,257.33
fD-4147-938046,2023-10-04,Sarah Preston,West,Label,Office Supplies,163.59,3,0.29,-15.6
fH-2870-718619,2024-11-24,John Newton,Central,Printer,Technology,1994.69,8,0.18,34.69
Lb-0823-020551,2022-04-29,James Jennings,West,Chair,Furniture,1197.73,4,0.28,316.4
mJ-1439-060207,2021-05-13,Ashley Howe,Central,Laptop,Technology,337.81,4,0.23,96.44
hM-0409-863265,2021-09-17,Robert Thomas,Central,Table,Furniture,777.59,7,0.23,345.49
CX-2834-610317,2024-03-27,,Central,Laptop,Technology,1210.84,10,0.46,231.38
Sq-6644-250476,2021-09-18,Kelly Hernandez,South,Pen,Office Supplies,665.22,7,0.0,193.54
cc-3484-115317,2021-03-05,Linda Harris,West,Stapler,Office Supplies,567.53,2,0.14,119.57
Jb-8981-228565,2024-07-03,Samantha Oconnor,West,Phone,Technology,488.17,1,0.2,129.08
XR-0757-932065,2024-09-11,Angela Oliver,West,Chair,Furniture,954.11,6,0.41,405.77
Pl-4783-106462,2024-11-30,Bernard Allen,West,Monitor,Technology,1654.58,5,0.32,488.82
IO-8262-295484,2023-08-10,Emily Burns,Central,Desk,Furniture,770.17,10,0.05,26.57
QH-6003-389291,2020-07-30,Mr. John Taylor,East,Stapler,Office Supplies,556.9,8,0.37,197.89
DO-5640-431539,2020-05-26,Jacob Montgomery,West,Table,Furniture,1773.89,7,,-183.77
wJ-0043-612706,2023-12-03,Leslie Jones,Central,Chair,Furniture,408.06,10,0.45,180.37
Wj-3332-039090,2021-09-30,Amy Schwartz,East,Paper,Office Supplies,257.47,1,0.24,-18.68
Pw-8431-533471,2024-05-24,Robert Perez,West,Label,Office Supplies,1817.95,10,0.19,490.27
sE-6730-655926,2024-02-18,Carlos Sherman,West,Pen,Office Supplies,299.22,1,0.38,76.37
Mv-6747-727629,2024-08-10,Kevin Snyder,West,Printer,Technology,,6,0.01,0.0
Tw-5183-028771,2022-02-24,Brandon Jones,East,Table,Furniture,603.72,8,0.04,21.95
yF-6604-629675,2023-05-30,Anthony Johnson,West,Paper,Office Supplies,945.84,2,0.31,359.92
uz-2212-409804,2023-09-30,Jose Robinson,West,Phone,Technology,773.38,1,0.37,9.32
Ir-4596-266725,2023-12-14,Russell Perez,South,Label,Office Supplies,138.58,5,0.45,31.0
qL-4377-525909,2021-04-08,Kathleen Donovan,Central,Table,Furniture,280.05,6,0.16,70.59
MV-2828-478106,2021-10-11,Sarah Smith,East,Printer,Technology,1763.22,7,,177.31
yA-9529-735960,2021-05-26,Kimberly Reynolds,South,Printer,Technology,399.66,1,0.43,-82.31
gj-4701-265787,2021-11-12,David Leonard,East,Table,Furniture,1476.59,2,0.06,304.19
OH-9412-496006,2023-10-20,Anna Allen,South,Printer,Technology,,7,0.42,0.0
xr-4263-363135,2021-04-22,Jeffrey Mueller,East,Label,Office Supplies,1711.44,2,0.05,455.67
ce-1107-512387,2022-11-09,David Robles,South,Bookcase,Furniture,1271.19,2,0.49,600.12
nt-7698-431767,2024-09-02,Patrick Carr,West,Printer,Technology,1645.55,4,0.08,-273.61
ZA-8576-015993,2022-10-03,Jordan Frederick,Central,Monitor,Technology,1472.71,8,0.49,-89.97
vv-0275-718247,2022-08-21,Kimberly Hughes,Central,Monitor,Technology,689.41,5,0.27,144.61
yG-5291-714504,2023-03-14,Matthew Kelley,Central,Label,Office Supplies,1830.12,1,0.39,702.81
zD-4130-400635,2023-11-03,Vincent Gonzalez,Central,Desk,Furniture,367.69,8,0.38,-55.49
BD-0097-319888,2025-01-25,Kathryn Cortez,West,Monitor,Technology,339.26,1,0.43,57.06
lK-7182-756617,2022-02-18,Zachary Taylor,Central,Monitor,Technology,450.21,5,0.28,-0.59
FZ-3107-066284,2021-09-10,Joshua Gates,East,Chair,Furniture,1848.45,5,0.26,756.06
UH-0579-304259,2020-05-18,Sarah Norris,Central,Bookcase,Furniture,76.79,6,0.18,-9.48
gE-4383-791267,2020-10-02,Matthew Campbell,East,Laptop,Technology,1526.3,10,0.39,589.56
Eb-9816-689719,2023-05-03,Connie Silva,West,Stapler,Office Supplies,1620.62,7,0.39,-395.78
Rh-2540-965254,2023-01-17,Amber Lester,West,Stapler,Office Supplies,1574.53,2,0.07,153.65
Gb-9805-213090,2022-12-06,Maria Bird,West,Desk,Furniture,935.75,7,0.25,410.29
Ib-0829-430861,2022-10-08,Christopher Madden,Central,Stapler,Office Supplies,1180.88,6,0.02,533.1
Nq-1377-168918,2024-08-09,Anna Gibbs,West,Label,Office Supplies,26.24,8,0.13,7.21
QH-0677-985303,2024-06-04,Paula Parker,West,Paper,Office Supplies,490.61,3,0.11,242.29
ZF-2115-144942,2021-04-24,Sarah Evans,West,Printer,Technology,105.12,9,0.26,38.56
PC-2977-759935,2020-07-16,Donna Walker,South,Paper,Office Supplies,655.99,6,0.0,-188.69
FG-4679-776217,2021-08-19,Steven Allen,South,Laptop,Technology,712.95,9,,333.59
tH-4742-755142,2021-10-06,,South,Table,Furniture,1635.97,7,,18.91
tv-3394-608232,2021-11-05,Heather Jackson,South,Desk,Furniture,867.64,6,0.09,-190.78
Bg-5969-815196,2023-08-10,Michael Galloway,Central,Table,Furniture,1286.7,7,0.48,-163.01
fL-6834-824336,2024-07-30,Kelly Meyer,Central,Laptop,Technology,1252.07,9,0.0,30.17
pZ-8482-032206,2022-10-25,,West,Stapler,Office Supplies,1665.53,8,0.41,-411.46
lR-9366-883663,2023-11-13,Tony Jones,East,Chair,Furniture,,3,0.39,0.0
yO-1645-594555,2022-03-19,Tyler Diaz,Central,Laptop,Technology,1411.58,6,0.11,76.88
SZ-1786-633173,2022-05-04,,West,Table,Furniture,196.06,5,0.38,-51.96
sV-5414-406811,2020-06-16,Logan Kennedy,Central,Paper,Office Supplies,556.12,7,0.34,-89.99
nD-4940-081684,2023-07-05,Melissa Mitchell,East,Pen,Office Supplies,1759.45,2,0.21,-315.71
eD-3204-462390,2023-05-11,Haley Anderson,East,Paper,Office Supplies,167.64,3,0.31,71.83
nc-8350-592332,2022-01-03,Nicole Rogers,East,Paper,Office Supplies,1654.97,2,0.3,-53.25
yo-8786-273549,2021-12-26,Ruth Washington,West,Monitor,Technology,1431.46,10,,680.31
oQ-5953-523469,2024-11-09,Greg Cohen,West,Stapler,Office Supplies,1701.1,3,0.12,-317.28
gm-6220-877309,2024-07-04,Alexandria Solomon,South,Laptop,Technology,127.68,3,0.03,-7.84
GY-0724-896350,2020-06-08,Mary Nguyen,East,Printer,Technology,43.55,5,0.25,-5.85
Ye-8890-493965,2023-01-09,Rachel Jackson,South,Desk,Furniture,54.77,8,0.07,15.87
nd-8890-052101,2020-07-22,Adrian Johnson,East,Phone,Technology,829.62,10,0.15,-19.29
is-3246-574593,2023-10-22,Shawn Mejia,Central,Laptop,Technology,270.93,5,,17.87
vJ-5773-259899,2022-09-14,Maria Salinas,West,Label,Office Supplies,1821.55,9,0.22,519.66
jS-6844-239924,2020-11-20,Kyle Wallace,East,Label,Office Supplies,68.17,6,0.17,9.52
tW-2957-976124,2024-10-09,Shawn Moore,South,Desk,Furniture,810.41,3,0.13,-27.47
FL-6865-995157,2021-08-23,Bobby Ward,Central,Paper,Office Supplies,1496.11,1,0.33,-305.99
Ap-4873-582867,2024-06-16,Brian Fritz,East,Bookcase,Furniture,574.79,8,0.15,224.67
pw-1381-832743,2022-02-03,Kevin Abbott,East,Label,Office Supplies,1193.2,4,0.08,276.27
sW-4338-412905,2022-03-26,,South,Printer,Technology,1243.32,7,0.39,142.34
rp-0673-348858,2024-04-12,Daniel Richards,West,Label,Office Supplies,1923.05,9,,699.52
WJ-5669-799348,2025-03-21,Jennifer Clark,East,Monitor,Technology,318.3,5,0.26,157.31
JF-4586-859703,2022-05-09,Dawn Mitchell,South,Bookcase,Furniture,1380.82,7,0.33,-12.04
VD-7980-046501,2021-02-27,Dr. Jerry Alvarado,West,Laptop,Technology,,1,0.4,0.0
CD-8349-801582,2021-10-30,Lisa Mathews,West,Label,Office Supplies,263.89,8,0.39,75.58
NM-8134-496247,2023-10-25,Miss Jennifer Williams MD,West,Table,Furniture,1184.6,4,0.25,-126.81
bM-2441-158348,2024-12-12,Tammie Garcia,Central,Stapler,Office Supplies,341.0,2,0.15,32.79
Ap-9973-949054,2021-07-18,Isabel Schwartz,South,Printer,Technology,786.5,4,0.19,389.58
CW-6495-882455,2020-11-28,Scott White,East,Phone,Technology,,2,0.15,0.0
um-3647-574202,2022-09-30,Lisa Morton,West,Desk,Furniture,1273.86,1,0.1,-55.49
mh-3358-162347,2024-04-10,Mrs. Sara Hayes,West,Table,Furniture,326.89,10,0.05,-35.53
QI-3923-314305,2022-08-11,Cheryl Foster,Central,Paper,Office Supplies,1892.82,8,0.43,604.53
LZ-3387-833139,2020-06-07,Dr. Jim Marshall,East,Monitor,Technology,446.13,10,,129.67
Uu-6342-196379,2024-07-10,Danny Kirby,South,Label,Office Supplies,127.12,10,0.37,-22.77
XS-1522-844467,2022-09-09,Jorge Rhodes,West,Paper,Office Supplies,1630.32,4,0.44,46.5
eZ-1509-564906,2022-05-16,Chris Stark,East,Printer,Technology,1458.23,3,0.05,-298.1
Xg-6060-539236,2020-06-26,Hannah Hayes,South,Phone,Technology,,6,0.39,0.0
DU-9794-911790,2024-07-20,Kathleen Watkins,East,Chair,Furniture,585.83,3,0.07,147.95
Zx-4610-809964,2022-04-26,Michael Lopez,South,Table,Furniture,1306.12,3,0.4,-52.4
yL-8190-166111,2024-11-10,Kellie Ramirez,Central,Desk,Furniture,446.9,7,0.42,144.59
yU-1975-524706,2022-06-08,Kelly Watts,South,Desk,Furniture,1237.13,6,,-297.58
np-6342-286202,2021-01-25,Sarah Vega,Central,Stapler,Office Supplies,250.15,5,0.29,24.25
SZ-5319-874775,2022-04-05,Pamela Wallace,South,Phone,Technology,63.58,1,0.28,-12.29
Ym-8039-260424,2021-09-19,Timothy Hughes,West,Monitor,Technology,469.14,1,0.35,-111.21
Yr-5662-142099,2025-02-16,Valerie Combs,Central,Desk,Furniture,1596.11,5,0.16,-51.44
CF-3984-232720,2021-02-12,Randall Stewart,East,Laptop,Technology,1059.34,10,0.02,214.64
LC-6799-050111,2020-06-22,Earl Greene,East,Printer,Technology,1759.11,10,0.37,-295.65
WV-8350-919830,2021-11-29,Heather Hale PhD,West,Phone,Technology,490.61,7,0.34,194.97
li-2830-705379,2022-09-20,Kevin Bentley,Central,Desk,Furniture,500.21,6,0.07,-136.7
OT-3215-183948,2021-04-04,Alexandra Robinson,West,Paper,Office Supplies,567.99,10,0.03,208.32
Mc-9140-584162,2022-08-10,Megan Bowman,South,Table,Furniture,203.36,1,0.2,-10.35
Bc-0147-127828,2020-09-26,William Singleton,West,Table,Furniture,200.74,8,0.43,91.14
KK-2700-601386,2020-11-05,Jason Davis,West,Desk,Furniture,1877.53,7,0.36,808.51
ZT-7492-333006,2020-04-23,Tony Boyd,East,Pen,Office Supplies,523.14,5,0.47,10.72
kv-5977-455405,2025-04-01,Jean Robertson,West,Laptop,Technology,991.94,8,0.31,-196.08
my-2667-356363,2021-04-17,Crystal Wilcox,South,Desk,Furniture,1309.15,1,,71.73
To-1617-089386,2021-02-12,Wayne Johnson,East,Table,Furniture,1806.0,5,0.18,-502.94
cS-5174-924074,2023-03-06,Jessica Rodriguez,East,Monitor,Technology,20.55,10,,-0.28
nA-4986-335106,2024-09-11,Ashley Bishop,East,Desk,Furniture,1573.86,9,0.44,552.52
Hp-3688-552735,2023-06-04,Victoria Thompson,West,Pen,Office Supplies,1232.67,3,0.27,399.1
Tj-2654-379993,2024-04-04,Christopher Reynolds,East,Phone,Technology,41.71,8,0.19,-0.9
Sl-4680-725884,2023-06-18,Christopher Small,South,Label,Office Supplies,1389.55,8,0.31,-311.33
qZ-4331-464988,2023-10-19,Max Roberts,East,Paper,Office Supplies,,7,,0.0
Sx-2636-730923,2021-01-27,,West,Phone,Technology,427.2,5,0.06,-91.14
xf-2350-784544,2021-04-10,Gregory Gardner Jr.,East,Monitor,Technology,1851.55,3,0.12,280.59
tc-7366-639489,2022-08-06,Micheal Underwood,Central,Stapler,Office Supplies,1046.53,8,0.16,235.33
JS-4947-834810,2021-08-17,Amber Crawford,South,Monitor,Technology,1194.04,8,0.4,5.87
WD-9681-983930,2022-03-13,Michael Brown,East,Paper,Office Supplies,350.74,5,0.24,7.72
dG-3295-880194,2023-02-03,Nicholas Johnson,East,Bookcase,Furniture,435.13,2,0.26,46.26
Lz-6953-861892,2022-05-19,William Douglas,East,Pen,Office Supplies,,6,0.34,0.0
Zk-8484-998892,2021-03-27,Mr. David Pace,East,Monitor,Technology,1083.74,9,0.37,462.8
HR-3047-593752,2021-02-13,Patrick Lopez,South,Pen,Office Supplies,648.05,1,0.43,174.69
vA-9520-704557,2024-10-20,Mary Nguyen,East,Label,Office Supplies,1102.37,8,0.42,203.25
md-0674-388553,2024-07-25,Jessica Cardenas,Central,Stapler,Office Supplies,1809.54,7,0.39,-157.98
EV-5454-299434,2024-05-16,Sonia Lowe,West,Chair,Furniture,477.89,9,0.32,-138.13
mr-3740-215142,2021-12-06,Stephanie Hansen,West,Bookcase,Furniture,417.53,5,0.35,30.93
Ut-3919-689281,2020-12-26,Tammy Wagner,Central,Printer,Technology,1488.85,4,0.1,60.19
MP-7016-261182,2021-11-17,Nicole Moore,Central,Bookcase,Furniture,52.29,8,0.08,-7.99
Dh-6411-135987,2023-06-02,Logan Graves,Central,Monitor,Technology,428.95,8,0.13,91.58
uN-0283-310530,2024-03-20,Jesse Myers,South,Monitor,Technology,1201.73,6,0.07,518.54
JB-6219-621568,2024-08-02,Megan Carrillo,West,Pen,Office Supplies,736.84,5,0.1,359.05
FH-3123-898120,2020-12-29,Keith Norman,Central,Label,Office Supplies,101.49,4,0.1,42.1
tQ-3615-731734,2021-07-08,Peter Shaw,East,Table,Furniture,83.13,9,0.03,-17.77
Yr-7288-278281,2023-09-25,Jennifer Lang,South,Table,Furniture,1797.49,4,,264.37
ad-6716-880987,2020-04-27,Robert Martin,South,Monitor,Technology,1898.41,4,,-148.46
Fm-8253-486780,2021-06-06,Daniel Serrano,South,Pen,Office Supplies,173.66,3,0.24,-28.76
oQ-5169-290089,2020-05-31,Laura Thompson,South,Monitor,Technology,1378.65,5,0.38,-345.76
Fk-3422-862727,2024-07-24,,East,Bookcase,Furniture,984.56,4,0.48,206.49
sl-4925-929632,2021-07-04,Devon Hamilton,East,Printer,Technology,171.7,9,0.15,76.42
PH-1439-466861,2022-06-14,Michael Lopez,South,Phone,Technology,,9,0.46,0.0
oF-8641-187008,2024-12-11,Alicia Jones,West,Paper,Office Supplies,846.45,10,0.17,-217.76
Zt-5449-027856,2024-09-21,Joseph Lane,East,Laptop,Technology,134.97,6,0.47,49.62
iY-7043-449902,2020-08-03,Todd Haas,East,Bookcase,Furniture,823.1,7,0.3,-108.15
ve-8720-288467,2021-06-19,Mary Rivera,Central,Stapler,Office Supplies,760.75,2,0.14,24.18
ev-9336-216695,2021-11-08,Justin Combs,West,Table,Furniture,575.86,9,,150.85
XU-0956-694003,2020-10-21,Jose Horton,South,Bookcase,Furniture,1224.96,8,0.16,1.19
Re-1114-517424,2025-02-17,Kelly Douglas,Central,Bookcase,Furniture,1165.05,10,0.22,535.34
